id,creation_date_time,resolution_date_time,res_time,priority,urgency,assigned_organization,inc_type
205,01/04/2021 23:15:00+05,02/04/2021 12:19:00+05,,Media,3-Medio,Mantenimiento Pasaje,PROCESS FAILURE
206,01/04/2021 23:59:00+05,01/04/2021 23:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
207,02/04/2021 00:01:00+05,02/04/2021 00:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
208,02/04/2021 00:20:00+05,12/04/2021 08:44:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
209,02/04/2021 00:11:00+05,02/04/2021 03:58:00+05,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
210,02/04/2021 00:28:00+05,02/04/2021 00:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
211,02/04/2021 00:53:00+05,02/04/2021 01:03:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
212,02/04/2021 02:27:00+05,05/04/2021 09:48:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
213,02/04/2021 02:35:00+05,05/04/2021 12:13:00+05,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
214,02/04/2021 04:35:00+05,05/04/2021 09:40:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
215,02/04/2021 03:00:00+05,05/04/2021 09:49:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PROCESS FAILURE
216,02/04/2021 05:53:00+05,02/04/2021 05:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
217,02/04/2021 05:17:00+05,05/04/2021 12:45:00+05,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
218,02/04/2021 08:32:00+05,02/04/2021 08:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
219,02/04/2021 10:10:00+05,02/04/2021 10:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
220,02/04/2021 10:11:00+05,16/04/2021 13:32:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
221,02/04/2021 10:39:00+05,02/04/2021 10:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
222,02/04/2021 12:36:00+05,02/04/2021 12:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
223,02/04/2021 12:28:00+05,02/04/2021 12:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
224,02/04/2021 12:46:00+05,12/04/2021 06:46:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
225,02/04/2021 13:01:00+05,02/04/2021 13:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
226,02/04/2021 12:33:00+05,,,Media,3-Medio,Dirección de Sistemas,PERFORMANCE ISSUE
227,02/04/2021 12:53:00+05,02/04/2021 12:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
228,02/04/2021 13:13:00+05,02/04/2021 13:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
229,02/04/2021 13:34:00+05,12/04/2021 16:27:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
230,02/04/2021 14:04:00+05,02/04/2021 14:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
231,02/04/2021 14:14:00+05,02/04/2021 14:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
232,02/04/2021 14:40:00+05,05/04/2021 08:47:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
233,02/04/2021 15:49:00+05,02/04/2021 15:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
234,02/04/2021 15:30:00+05,05/04/2021 07:31:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
235,02/04/2021 17:19:00+05,02/04/2021 17:49:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
236,02/04/2021 17:29:00+05,02/04/2021 18:32:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
237,02/04/2021 18:27:00+05,02/04/2021 18:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
238,02/04/2021 19:13:00+05,02/04/2021 19:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
239,02/04/2021 20:56:00+05,02/04/2021 20:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
240,02/04/2021 21:25:00+05,02/04/2021 21:41:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
241,02/04/2021 22:26:00+05,05/04/2021 13:23:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
242,02/04/2021 22:38:00+05,08/04/2021 09:12:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
243,02/04/2021 23:30:00+05,05/04/2021 08:50:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
244,02/04/2021 23:46:00+05,03/04/2021 07:52:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
245,02/04/2021 23:55:00+05,05/04/2021 08:59:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
246,03/04/2021 00:38:00+05,05/04/2021 08:42:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
247,03/04/2021 01:37:00+05,05/04/2021 18:42:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
248,03/04/2021 01:47:00+05,05/04/2021 09:46:00+05,,Media,3-Medio,Mantenimiento Pasaje,PERFORMANCE ISSUE
249,02/04/2021 14:13:00+05,02/04/2021 14:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
250,02/04/2021 14:23:00+05,02/04/2021 14:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
251,02/04/2021 14:25:00+05,02/04/2021 14:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
252,02/04/2021 14:22:00+05,06/04/2021 07:14:00+05,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
253,02/04/2021 16:38:00+05,02/04/2021 17:10:00+05,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
254,02/04/2021 15:03:00+05,02/04/2021 15:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
255,02/04/2021 16:16:00+05,02/04/2021 18:31:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
256,02/04/2021 16:35:00+05,05/04/2021 10:41:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
257,02/04/2021 17:31:00+05,02/04/2021 17:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
258,02/04/2021 17:31:00+05,02/04/2021 17:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
259,02/04/2021 17:35:00+05,09/04/2021 14:47:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
260,02/04/2021 17:39:00+05,02/04/2021 17:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
261,02/04/2021 18:01:00+05,12/04/2021 07:23:00+05,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
262,02/04/2021 17:46:00+05,02/04/2021 17:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
263,02/04/2021 17:44:00+05,02/04/2021 17:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
264,02/04/2021 18:32:00+05,02/04/2021 18:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
265,02/04/2021 18:30:00+05,02/04/2021 18:35:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
266,02/04/2021 20:22:00+05,02/04/2021 20:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
267,02/04/2021 18:38:00+05,02/04/2021 18:38:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
268,02/04/2021 18:59:00+05,02/04/2021 18:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
269,02/04/2021 19:07:00+05,06/04/2021 09:10:00+05,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
270,02/04/2021 19:31:00+05,02/04/2021 19:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
271,02/04/2021 19:50:00+05,05/04/2021 08:46:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
272,02/04/2021 21:22:00+05,02/04/2021 21:48:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
273,02/04/2021 20:20:00+05,02/04/2021 20:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
274,02/04/2021 20:24:00+05,02/04/2021 20:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
275,02/04/2021 20:44:00+05,02/04/2021 20:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
276,02/04/2021 20:29:00+05,02/04/2021 20:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
277,02/04/2021 20:32:00+05,02/04/2021 20:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
278,02/04/2021 20:43:00+05,02/04/2021 21:00:00+05,,Alta,2-Alta,Mantenimiento Operaciones,SOFTWARE FAILURE
279,02/04/2021 21:33:00+05,02/04/2021 21:45:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
280,02/04/2021 22:02:00+05,06/04/2021 15:11:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
281,03/04/2021 01:11:00+05,03/04/2021 07:53:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
282,03/04/2021 01:11:00+05,03/04/2021 07:53:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
283,03/04/2021 02:20:00+05,03/04/2021 03:22:00+05,,Media,3-Medio,Unidad Control del Servicio,ACCESS FAILURE
284,03/04/2021 02:30:00+05,05/04/2021 11:05:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
285,03/04/2021 02:54:00+05,05/04/2021 21:13:00+05,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
286,03/04/2021 03:20:00+05,05/04/2021 11:28:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
287,03/04/2021 04:56:00+05,04/04/2021 19:27:00+05,,Media,3-Medio,Mantenimiento Herramientas IT & DBAs,PERFORMANCE ISSUE
288,03/04/2021 06:23:00+05,03/04/2021 06:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
289,03/04/2021 06:18:00+05,03/04/2021 06:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
290,03/04/2021 06:26:00+05,07/04/2021 07:25:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
291,03/04/2021 08:36:00+05,05/04/2021 09:29:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
292,03/04/2021 08:06:00+05,07/04/2021 12:50:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
293,03/04/2021 09:09:00+05,06/04/2021 09:35:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
294,03/04/2021 08:53:00+05,03/04/2021 08:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
295,03/04/2021 09:02:00+05,06/04/2021 09:44:00+05,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
296,03/04/2021 09:04:00+05,03/04/2021 09:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
297,03/04/2021 09:39:00+05,07/04/2021 12:50:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
298,03/04/2021 09:42:00+05,03/04/2021 09:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
299,03/04/2021 10:13:00+05,03/04/2021 18:03:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
300,03/04/2021 09:53:00+05,03/04/2021 11:49:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
301,03/04/2021 10:39:00+05,03/04/2021 10:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
302,03/04/2021 10:32:00+05,05/04/2021 14:48:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
303,03/04/2021 10:37:00+05,03/04/2021 10:37:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
304,03/04/2021 11:08:00+05,12/04/2021 08:44:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
305,03/04/2021 10:47:00+05,03/04/2021 10:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
306,03/04/2021 11:07:00+05,09/04/2021 13:44:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
307,03/04/2021 11:18:00+05,03/04/2021 11:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
308,03/04/2021 11:57:00+05,05/04/2021 10:34:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
309,03/04/2021 05:13:00+05,03/04/2021 07:40:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
310,03/04/2021 05:13:00+05,03/04/2021 07:40:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
311,03/04/2021 08:05:00+05,03/04/2021 08:47:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
312,03/04/2021 09:07:00+05,03/04/2021 09:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
313,03/04/2021 09:23:00+05,03/04/2021 09:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
314,03/04/2021 09:44:00+05,03/04/2021 10:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
315,03/04/2021 10:08:00+05,03/04/2021 13:44:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
316,03/04/2021 10:11:00+05,05/04/2021 14:50:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
317,03/04/2021 12:14:00+05,03/04/2021 12:53:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
318,03/04/2021 11:17:00+05,08/04/2021 15:48:00+05,,Baja,4-Baja,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
319,03/04/2021 11:14:00+05,04/04/2021 04:47:00+05,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
320,03/04/2021 12:01:00+05,05/04/2021 07:31:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
321,03/04/2021 12:22:00+05,03/04/2021 12:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
322,03/04/2021 13:10:00+05,03/04/2021 13:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
323,03/04/2021 13:21:00+05,03/04/2021 13:54:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
324,03/04/2021 13:31:00+05,03/04/2021 13:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
325,03/04/2021 13:42:00+05,03/04/2021 13:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
326,03/04/2021 14:01:00+05,03/04/2021 14:06:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
327,03/04/2021 15:20:00+05,03/04/2021 15:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
328,03/04/2021 14:34:00+05,04/04/2021 04:42:00+05,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
329,03/04/2021 15:14:00+05,06/04/2021 09:24:00+05,,Media,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
330,03/04/2021 15:18:00+05,05/04/2021 07:02:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
331,03/04/2021 15:41:00+05,03/04/2021 15:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
332,03/04/2021 16:36:00+05,07/04/2021 20:20:00+05,,Baja,4-Baja,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
333,03/04/2021 17:03:00+05,03/04/2021 17:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
334,03/04/2021 17:20:00+05,03/04/2021 17:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
335,03/04/2021 17:21:00+05,03/04/2021 17:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
336,03/04/2021 18:17:00+05,05/04/2021 09:00:00+05,,Media,3-Medio,Mantenimiento COBOL,PROCESS FAILURE
337,03/04/2021 18:32:00+05,03/04/2021 18:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
338,03/04/2021 19:24:00+05,06/04/2021 09:10:00+05,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
339,03/04/2021 19:26:00+05,05/04/2021 11:37:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,COMMUNICATIONS FAILURE
340,03/04/2021 20:12:00+05,03/04/2021 20:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
341,03/04/2021 20:34:00+05,03/04/2021 20:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
342,03/04/2021 20:40:00+05,05/04/2021 07:02:00+05,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
343,03/04/2021 21:28:00+05,06/04/2021 10:46:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
344,03/04/2021 21:32:00+05,03/04/2021 21:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
345,03/04/2021 21:40:00+05,03/04/2021 21:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
346,04/04/2021 00:53:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
347,04/04/2021 01:52:00+05,06/04/2021 14:52:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
348,04/04/2021 04:18:00+05,04/04/2021 06:29:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
349,04/04/2021 05:24:00+05,06/04/2021 09:03:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
350,04/04/2021 07:13:00+05,04/04/2021 10:57:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
351,04/04/2021 07:15:00+05,04/04/2021 10:58:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
352,04/04/2021 07:31:00+05,04/04/2021 07:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
353,04/04/2021 08:34:00+05,04/04/2021 08:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
354,04/04/2021 08:39:00+05,04/04/2021 13:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
355,04/04/2021 10:18:00+05,04/04/2021 10:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
356,04/04/2021 08:54:00+05,04/04/2021 13:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
357,04/04/2021 08:56:00+05,05/04/2021 12:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
358,04/04/2021 09:17:00+05,04/04/2021 09:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
359,04/04/2021 09:28:00+05,04/04/2021 13:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
360,04/04/2021 09:54:00+05,04/04/2021 13:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
361,04/04/2021 10:22:00+05,04/04/2021 12:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
362,03/04/2021 12:17:00+05,03/04/2021 12:57:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
363,03/04/2021 12:39:00+05,03/04/2021 12:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
364,03/04/2021 12:59:00+05,03/04/2021 12:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
365,03/04/2021 12:58:00+05,04/04/2021 04:48:00+05,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
366,03/04/2021 13:17:00+05,03/04/2021 13:57:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
367,03/04/2021 13:35:00+05,05/04/2021 18:40:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
368,03/04/2021 13:54:00+05,09/04/2021 14:03:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
369,03/04/2021 15:21:00+05,03/04/2021 15:29:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
370,03/04/2021 16:08:00+05,03/04/2021 16:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
371,03/04/2021 15:47:00+05,05/04/2021 15:35:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
372,03/04/2021 16:09:00+05,03/04/2021 16:39:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
373,03/04/2021 16:01:00+05,13/04/2021 08:04:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
374,03/04/2021 16:27:00+05,05/04/2021 09:38:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,SOFTWARE FAILURE
375,03/04/2021 16:46:00+05,03/04/2021 16:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
376,03/04/2021 16:25:00+05,04/04/2021 04:49:00+05,,Media,3-Medio,Mantenimiento BI,PROCESS FAILURE
377,03/04/2021 16:47:00+05,03/04/2021 16:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
378,03/04/2021 16:48:00+05,03/04/2021 16:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
379,03/04/2021 16:49:00+05,03/04/2021 16:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
380,03/04/2021 16:50:00+05,03/04/2021 16:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
381,03/04/2021 16:54:00+05,03/04/2021 16:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
382,03/04/2021 17:18:00+05,03/04/2021 17:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
383,03/04/2021 17:04:00+05,03/04/2021 17:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
384,03/04/2021 17:23:00+05,03/04/2021 17:34:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
385,03/04/2021 17:25:00+05,03/04/2021 17:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
386,03/04/2021 17:41:00+05,05/04/2021 15:21:00+05,,Media,3-Medio,Mantenimiento COBOL,SOFTWARE FAILURE
387,03/04/2021 18:27:00+05,05/04/2021 08:53:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
388,03/04/2021 18:41:00+05,03/04/2021 19:12:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
389,03/04/2021 20:27:00+05,03/04/2021 20:52:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
390,03/04/2021 20:57:00+05,03/04/2021 20:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
391,03/04/2021 20:29:00+05,03/04/2021 20:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
392,03/04/2021 20:30:00+05,03/04/2021 20:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
393,03/04/2021 21:21:00+05,05/04/2021 11:25:00+05,,Media,3-Medio,Mantenimiento Cargo,PERFORMANCE ISSUE
394,03/04/2021 21:50:00+05,03/04/2021 21:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
395,03/04/2021 21:54:00+05,03/04/2021 21:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
396,03/04/2021 22:58:00+05,03/04/2021 22:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
397,04/04/2021 02:20:00+05,20/04/2021 15:53:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
398,03/04/2021 23:44:00+05,07/04/2021 12:53:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
399,04/04/2021 02:31:00+05,04/04/2021 06:26:00+05,,Alta,2-Alta,Mantenimiento Cargo,DATA ISSUE
400,04/04/2021 09:38:00+05,04/04/2021 09:38:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
401,04/04/2021 07:37:00+05,04/04/2021 07:37:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
402,04/04/2021 08:11:00+05,04/04/2021 10:38:00+05,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
403,04/04/2021 08:48:00+05,04/04/2021 08:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
404,04/04/2021 08:42:00+05,04/04/2021 08:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
405,04/04/2021 08:46:00+05,04/04/2021 08:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
406,04/04/2021 08:51:00+05,04/04/2021 12:37:00+05,,Media,2-Alta,Unidad Control del Servicio,ACCESS FAILURE
407,04/04/2021 09:26:00+05,04/04/2021 15:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
408,04/04/2021 10:20:00+05,12/04/2021 03:06:00+05,,Media,3-Medio,Unidad Control del Servicio,COMMUNICATIONS FAILURE
